race_course,race_no,datetime,distance,class,track_cond,track_rail,race_time,prize_money,position,horse_name,barrier,trainer,jockey,weight,prize,800m,400m,margin,horse_adjusted_t1_speed,sp,s_tab_win,s_tab_place
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,3,Hosier (IRE),11,R.L.Hickmott,A.K.Kelly (a2),61,11700,2,1,3.25,62.03940548977639,3.00,0,1.60
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,4,Just Benjamin (GB),4,A. & S.Freedman,B.Prebble ,58.5,6500,4,4,5.0,61.86316405909264,61.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,5,Scottish Dancer,6,A.R.Bobbin,T.M.Nugent (a1.5),60,3900,8,9,5.4,61.822885342150215,19.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,6,Somerset Maugham (IRE),7,D.T.O'Brien,D.Oliver ,57,2600,9,7,5.7,61.79267753621135,26.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,7,Think 'N' Fly,2,T.Dabernig,J.McNeil ,59.5,2600,1,2,6.0,61.76247078656506,16.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,8,Parure,3,B. & JD.Hayes,L.Lafferty (a3),59.5,2600,7,8,6.2,61.74233354051531,31.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,9,Typhoon Harmony,15,P.Gelagotis,D.Thornton ,57,2600,15,14,6.3,61.73226509365401,31.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,10,Independent Road,5,B. & JD.Hayes,M.J.Dee ,59.5,2600,6,6,6.8,61.681924621639624,61.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,11,Duke Of Plumpton (NZ),8,P.Payne,W.J.Egan ,57,0,11,11,6.9,61.6718568798102,26.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,12,Tokorangi (NZ),14,M.D.Moroney,L.N.McNeil (a3),61,0,14,15,7.65,61.59635256454162,17.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,13,Guizot (IRE),9,A.J.Purcell,H.T.Coffey ,58,0,12,12,7.75,61.586285822520985,101.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,14,Game Keeper,10,T. & C.McEvoy,C.G.Gaudray (a3),63,0,10,10,10.5,61.309496598926295,81.00,0,0
Caulfield,8,2022-05-28 16:05:00,1600,BM 84,5,Out 11m Entire Circuit,96.72,130000,15,Pythagoras (IRE),13,A.J.Purcell,J.Mott ,57.5,0,13,13,10.7,61.28936995507657,201.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,1,D'aguilar,12,P.Payne,W.J.Egan ,57.5,71500,9,8,0,62.33244362068348,5.00,5.40,2.20
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,2,First Accused,7,S.P.Brunton,L.N.McNeil (a3),60.5,23400,1,1,0.2,62.30942631433903,5.50,0,2.30
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,3,Mr Exclusive,5,M.Brown,B.Mertens ,58.5,11700,2,2,0.4,62.28640961618812,18.00,0,5.40
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,4,Paul's Regret,2,P.A.Chow,J.Richards (a2),59.5,6500,6,7,1.65,62.142569044139506,14.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,5,Zoist,9,T. & C.McEvoy,C.G.Gaudray (a3),60,3900,12,11,2.9,61.998752284321355,14.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,6,Falls (NZ),11,M.C.Kent,D.Oliver ,58.5,2600,8,6,3.0,61.987247973640436,26.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,7,Good And Proper,8,M.J.Ellerton,D.Thornton ,56,2600,11,12,3.1,61.97574381568485,13.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,8,Morrissy,13,S.P.Ryan,J.Mott ,59.5,2600,5,3,4.1,61.8607106413716,41.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,9,Adelaide Ace (NZ),10,L.Smith,E.P.Brown ,60.5,2600,13,13,5.35,61.716940690992054,20.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,10,Cambourne,4,M.Price & M.Kent (Jnr),A.K.Kelly (a2),57,2600,4,5,5.45,61.70544012909299,5.50,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,11,Keats (IRE),3,M.D.Moroney,L.Lafferty (a3),57.5,0,7,9,5.85,61.65943941497022,26.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,12,Maritana,1,J.R.Welsh,C.Hefel (a2),57.5,0,3,4,6.6,61.57319469350015,16.00,0,0
Caulfield,9,2022-05-28 16:40:00,1400,BM 84,5,Out 11m Entire Circuit,83.81,130000,13,Khoekhoe,6,M.S.S.Cumani,T.J.Bull (a3),59,0,10,10,7.85,61.42947269680733,8.50,0,0
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,1,Maserartie Bay,5,C.Maher & D.Eustace,J.Kah ,54.5,71500,2,1,0,61.46373701142945,4.00,3.50,1.10
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,2,Pesto (GB),4,M. & W. & J.Hawkes,J.McNeil ,53,23400,7,3,1.75,61.353412327084676,3.90,0,2.00
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,3,Constantinople (IRE),2,A.J.Purcell,L.Meech ,53,11700,8,8,3.75,61.22734434899985,15.00,0,2.20
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,4,Mandela Effect,3,P.Payne,W.J.Egan ,57,6500,3,4,5.75,61.10129493606656,9.00,0,0
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,5,Double You Tee,6,P.Payne,M.J.Dee ,53,3900,6,7,6.5,61.05403119923848,7.50,0,0
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,6,Attention Run (GER),7,W.B.Brisbourne,A.K.Kelly (a2),53,2600,4,5,7.25,61.0067700794831,11.00,0,0
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,7,One More Try,1,M.S.S.Cumani,L.King ,53,2600,5,6,8.25,60.94375932714765,18.00,0,0
Flemington,1,2022-06-04 11:50:00,2520,Open,6,Out 9m Entire Circuit,160.87,130000,8,Warning,8,A. & S.Freedman,J.Allen ,61.5,2600,1,2,8.45,60.931157735722884,4.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,1,Ghaanati,6,P. & P.Snowden,D.Oliver ,58,71500,4,3,0,63.256098335297985,4.20,3.70,2.00
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,2,Bound For Home,3,A.Alexander,D.Bates ,59,23400,2,2,3.75,62.69885118142731,5.50,0,2.10
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,3,Dusse,1,L.M.Kennewell,J.Allen ,59,11700,1,1,3.85,62.68399609188678,6.00,0,2.00
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,4,Li'l Wonder,10,M. & W. & J.Hawkes,J.McNeil ,57.5,6500,3,5,5.85,62.38694725074452,41.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,5,Thesecondatportsea,2,D.T.O'Brien,D.Thornton ,57.5,3900,7,9,6.05,62.357247922401264,26.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,6,Holly Lolly,11,C.W.McDonald,E.P.Brown ,58,2600,6,4,6.15,62.34239863762435,14.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,7,Sibylla,5,C.J.Waller,C.Newitt ,56.5,2600,10,10,6.25,62.32754960584609,8.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,8,Foxy Gold,8,R.Griffiths & M.de Kock,L.King ,57.5,2600,9,8,7.0,62.21618993705822,19.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,9,Tussah,4,P.G.Moody,L.Nolen ,58,2600,8,7,12.0,61.474157524054526,16.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,10,Leading Legend (NZ),9,J.D.Sadler,J.Childs ,58,2600,11,11,14.0,61.177523431067065,13.00,0,0
Flemington,2,2022-06-04 12:25:00,1100,Open,6,Out 9m Entire Circuit,64.01,130000,11,Nicconbye,7,A. & S.Freedman,J.Kah ,58,0,5,6,16.75,60.76981957346639,8.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,1,Bella Rouge,8,C.J.Waller,J.McNeil ,54,71500,5,7,0,61.17389760455598,3.40,3.10,1.70
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,2,Americain Angel,9,D.T.O'Brien,J.Kah ,58.5,23400,10,10,0.1,61.16260278311488,6.00,0,2.10
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,3,Agreeable,5,A. & S.Freedman,C.G.Gaudray (a3),63,11700,3,3,1.35,61.02143011138664,6.50,0,2.30
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,4,Grande Rumore (GB),7,K.A.Lees,B.McDougall ,58.5,6500,8,6,1.45,61.01013730612315,19.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,5,Centimental,4,C.J.Waller,D.Oliver ,58.5,3900,2,2,2.2,60.925446034177234,12.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,6,Zousonic,11,M.S.S.Cumani,J.Allen ,58.5,2600,12,12,2.6,60.88028079818262,31.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,7,Bella Tiara,1,M.J.Williams,T.Stockdale (a2),57.5,2600,4,4,3.35,60.795602441646544,19.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,8,Kiss And Cry,6,M.C.Kent,J.Richards (a2),55.5,2600,7,8,4.1,60.71093252093552,41.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,9,Laffalong,12,N.A.Blackiston,M.J.Dee ,58.5,2600,9,9,4.85,60.62627104613038,26.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,10,Hela,2,S.P.Brunton,L.N.McNeil (a3),61,2600,1,1,5.6,60.541618027337066,5.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,11,Mrs Sippy,3,J.Warren & D.Krongold,D.Thornton ,57,0,6,5,7.35,60.34412725826678,26.00,0,0
Flemington,3,2022-06-04 13:00:00,1400,BM 78,6,Out 9m Entire Circuit,85.82,130000,12,Butter Chicken (NZ),10,G.M.Begg,J.Childs ,59.5,0,11,11,7.55,60.32155982538374,21.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,1,Alverdun,7,T.Busuttin & N.Young,E.P.Brown ,54,71500,5,4,0,61.85404076008427,20.00,22.40,4.90
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,2,Country's Light,10,T.Furdetska,J.B.Opperman (a2),54,23400,9,5,0.75,61.79408534633,101.00,0,18.60
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,3,Maatsuyker,9,T.Dabernig,H.Grace ,54,11700,12,10,0.95,61.778097938567214,21.00,0,4.30
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,4,Flight Deck (NZ),13,G.Richards & D.Moyle,A.K.Kelly (a2),54,6500,15,15,1.25,61.754117381841155,21.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,5,Natural Mystic,15,M.Price & M.Kent (Jnr),C.Newitt ,54.5,3900,2,1,1.45,61.738130714064944,2.90,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,6,The Claimant,6,M.C.Kent,J.Richards (a2),54,2600,8,7,1.65,61.72214434239826,5.50,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,7,Commander Harry (NZ),11,T.Busuttin & N.Young,L.Meech ,58.5,2600,6,6,1.85,61.70615826690687,9.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,8,Elzamee,12,C.Maher & D.Eustace,J.McNeil ,58,2600,4,3,2.35,61.666194374376715,5.50,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,9,Rigoletto (NZ),2,G.M.Bedggood,W.J.Egan ,54,2600,10,8,2.75,61.63422459412819,21.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,10,Toropeak,3,S.C.Bottomley,P.M.Moloney ,54,2600,11,12,3.25,61.59426403690156,51.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,11,Yellowbrick Road (IRE),1,A. & S.Freedman,J.Kah ,54,0,7,9,3.35,61.586272147949856,9.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,12,Count Of Sancerre,8,C.M.Alderson,D.Thornton ,54,0,13,14,3.45,61.57828033318192,201.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,13,Fazzabeel (NZ),4,G.M.Bedggood,M.J.Dee ,54,0,14,13,7.45,61.25866866809398,81.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,14,Kyteler,14,G.A.Osborne,J.Childs ,54,0,1,2,11.45,60.93917624121151,101.00,0,0
Flemington,4,2022-06-04 13:35:00,2000,Open,6,Out 9m Entire Circuit,124.63,130000,15,The Untacklabull,5,C.J.Calthorpe,B.McDougall ,54,0,3,11,36.45,58.94508384551988,101.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,1,Diamonds,15,C.M.Bieg,J.Richards (a2),61,41250,8,3,0,63.34516355510677,7.50,7.60,2.70
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,2,Red Hot Nicc,11,P.J.Stokes,Z.Spain ,59.5,13500,1,1,0.5,63.270738931734485,7.00,0,2.60
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,3,Grand Pope,9,N.R.Ryan,J.McNeil ,59.5,6750,15,16,0.7,63.240970835306875,9.00,0,3.40
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,4,Mask Up,8,S.W.Wilde,H.T.Coffey ,58.5,3750,6,6,2.2,63.017742087589255,4.40,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,5,Turbo Ken,10,C.Jennings,J.Childs ,58,2250,3,5,2.3,63.00286217981305,31.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,6,Winsum,7,K. & K.Keys,E.P.Brown ,61.5,1500,7,10,2.8,62.92846641265162,10.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,7,Yulong Knight (IRE),14,R.J.Blacker,J.Allen ,61.5,1500,10,11,3.1,62.88383197156431,18.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,8,South Parade (NZ),1,J.D.Sadler,M.J.Cartwright (a1.5),60.5,1500,11,8,3.2,62.86895432804277,21.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,9,Housay,2,S.H.Eden,T.Stockdale (a2),61.5,1500,16,12,4.2,62.720191752400034,13.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,10,Ruban Bleu,12,M.J.Dale,L.King ,58,1500,13,14,4.5,62.675567898213934,26.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,11,Belsielle,6,D. & C.Feek,C.G.Gaudray (a3),60.5,0,14,15,4.6,62.66069378509264,15.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,12,Contalmaison,16,C.Weller,C.Hefel (a2),62,0,4,9,4.7,62.64581992452733,41.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,13,No Surrender,13,J.R.Laing,W.T.Price (a1.5),57.5,0,2,2,4.8,62.63094631656935,51.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,14,Elite Legacy,3,AW.Noonan,L.N.McNeil (a3),59,0,5,7,4.9,62.61607296127012,31.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,15,Quiet Riot,4,B.Baker,C.Newitt ,59.5,0,12,4,9.9,61.87272847871533,19.00,0,0
Flemington,5,2022-06-04 14:10:00,1100,BM 70,6,Out 9m Entire Circuit,63.92,75000,16,Shilo Lass,5,G.M.Bedggood,B.Mertens ,56.5,0,9,13,16.9,60.83312000604252,41.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,1,Excelleration,10,R.L.Cully,M.J.Dee ,55.5,71500,11,6,0,62.20341402347537,10.00,10.10,3.40
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,2,Born A King (GB),1,C.J.Waller,J.McNeil ,56.5,23400,5,5,1.5,62.08283008197067,8.50,0,2.60
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,3,Welsh Legend,3,C.J.Waller,C.Newitt ,57.5,11700,7,8,2.25,62.02254439116734,7.50,0,2.40
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,4,Saracen Knight (IRE),5,D.T.O'Brien,D.Thornton ,56,6500,9,9,2.55,61.998431288209225,31.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,5,Dick Whittington (FR),11,M.C.Smith,H.T.Coffey ,55.5,3900,8,1,2.65,61.990393736285135,61.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,6,Lyrical Lad,9,P.J.Stokes,J.Mott ,57,2600,12,4,3.9,61.88993062962995,5.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,7,Duke Of Plumpton (NZ),4,P.Payne,W.J.Egan ,58,2600,10,10,5.15,61.789479186799596,11.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,8,Sous Les Nuages (IRE),8,M.S.S.Cumani,J.Childs ,57.5,2600,6,2,6.9,61.64886679300674,18.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,9,Reuber,6,C.M.Alderson,E.P.Brown ,57,2600,4,7,12.4,61.20709166495692,7.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,10,Kissinger (NZ),7,L.Smith,D.Bates ,56.5,2600,2,3,12.8,61.17497144045517,7.50,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,11,Namakwa,2,C.Maher & D.Eustace,J.Kah ,57,0,3,12,12.9,61.16694157279716,21.00,0,0
Flemington,6,2022-06-04 14:45:00,2000,BM 84,6,Out 9m Entire Circuit,123.93,130000,12,Hector De Maris (IRE),12,R.L.Hickmott,A.K.Kelly (a2),58,0,1,11,32.9,59.56249510452671,10.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,1,Jimmy The Bear,10,P.Payne,T.M.Nugent (a0),56,71500,5,2,0,61.18102659856654,8.50,7.50,2.50
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,2,Arran Bay,2,P.J.Stokes,Z.Spain ,54,23400,3,5,0.1,61.16973046086606,4.00,0,1.90
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,3,Literary Magnate,11,M.J.Williams,D.Bates ,54,11700,12,10,0.85,61.08501418600755,4.80,0,2.00
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,4,Cardinal Gem,4,G.M.Begg,J.Childs ,54,6500,4,8,1.05,61.06242459820409,4.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,5,Daily Bugle,6,R.Griffiths & M.de Kock,M.J.Cartwright (a1.5),54,3900,8,6,1.25,61.039835608163735,41.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,6,Sunfall,8,M.Price & M.Kent (Jnr),C.Newitt ,54,2600,10,9,3.25,60.81397862649742,14.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,7,Heavenly Eagle (NZ),12,S.Brown,W.J.Egan ,54,2600,9,7,3.35,60.802687350449915,18.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,8,Tuahine (NZ),9,B. & JD.Hayes,M.J.Dee ,54,2600,7,4,6.6,60.43580266523879,8.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,9,Designer Dreamer,1,M.Brown,B.Mertens ,54,2600,6,11,6.8,60.41323033919076,41.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,10,Aton Of Delight,7,C.J.Waller,D.Thornton ,54,2600,11,12,8.05,60.27216697674394,26.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,11,Manhattan Force,3,D.C.Harrison,C.Hefel (a2),54,0,1,1,8.15,60.260882927169945,101.00,0,0
Flemington,7,2022-06-04 15:20:00,1400,Open,6,Out 9m Entire Circuit,85.81,130000,12,Vampire Miss,5,T.Furdetska,W.T.Price (a1.5),54,0,2,3,12.65,59.75325749841067,201.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,1,Looks Like Elvis,13,J.M.Austin,L.Meech ,57,71500,15,13,0,61.931625485702426,15.00,16.40,4.50
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,2,It'sourtime,4,D.T.O'Brien,J.McNeil ,54,23400,5,6,0.2,61.908756188216046,3.60,0,2.00
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,3,Cherry Tortoni,10,P.Payne,W.J.Egan ,60,11700,7,5,0.7,61.851585588655354,5.50,0,2.10
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,4,Mystery Shot,12,L.Smith,W.T.Price (a1.5),54,6500,14,16,2.7,61.6229410179829,7.50,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,5,Justacanta (NZ),11,P.Payne,E.P.Brown ,59.5,3900,9,9,2.8,61.61151038039321,15.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,6,Edison,7,N.R.Ryan,P.M.Moloney ,55,2600,8,10,3.0,61.588649560323,81.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,7,Milton Park,2,J.F.Moloney,L.Nolen ,57.5,2600,6,7,3.5,61.531500166077244,81.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,8,Hi Stranger,9,S.R.Fliedner,D.Thornton ,59,2600,16,15,3.6,61.52007074272357,21.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,9,Harbour Views (FR),6,M.J.Williams,J.Allen ,59.5,2600,10,11,4.6,61.40578486703164,9.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,10,Winning Partner,5,T. & C.McEvoy,A.K.Kelly (a2),55,2600,12,12,4.9,61.37150206976452,31.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,11,Blazejowski,14,G.Eurell,J.Richards (a2),59.5,0,3,2,5.0,61.3600747750496,31.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,12,King Of Hastings,3,A. & S.Freedman,J.Kah ,55.5,0,1,1,5.2,61.33722064232669,12.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,13,Love Tap,1,R. & M.Freedman,M.J.Dee ,54,0,4,4,5.4,61.31436711870835,15.00,0,0
Flemington,8,2022-06-04 16:00:00,1400,Open,6,Out 9m Entire Circuit,84.77,130000,14,Great Again,15,L.Smith,D.Bates ,57,0,2,3,6.4,61.200108643998924,41.00,0,0
