race_course,race_no,date,horse_name,r1_l8,r2_l8,r3_l8,r4_l8,r5_l8,r1_l6,r2_l6,r3_l6,r4_l6,r5_l6,r1_l4,r2_l4,r3_l4,r4_l4,r5_l4,r1_l2,r2_l2,r3_l2,r4_l2,r5_l2
caulfield,1,2022-04-16,Reservoir Dog,-0.46,0,0,0,0,-0.54,0,0,0,0,-0.19,0,0,0,0,0.22,0,0,0,0
caulfield,3,2022-04-16,Point Nepean,-1.11,-1.32,-1.91,0,0,-0.2,-1.58,-1.75,0,0,0.27,-0.75,-1.12,0,0,0.86,-0.07,-0.61,0,0
caulfield,3,2022-04-16,Through Irish Eyes,-1.17,-1.78,-4.19,0,-1.32,-0.84,-1.31,-3.38,0,-0.7,0.33,-0.44,-2.07,0,0.07,0.37,0.35,-0.79,0,0.1
caulfield,3,2022-04-16,Creative Hero,-0.51,-1.32,2.3,0,0,0.44,-1.36,2.26,0,0,0.79,-0.49,2.28,0,0,1.02,-0.09,1.11,0,0
caulfield,3,2022-04-16,Eureka Street,-1.23,-2.67,-0.69,-2.47,-0.28,-0.2,-1.88,-0.28,-2.22,0.21,0.43,-0.64,0.33,-1.27,0.62,0.92,-0.12,0.34,-0.48,0.64
caulfield,3,2022-04-16,Harmysian,-2.03,-1.83,-1.44,-1.96,-0.43,-1.4,-1.43,-0.69,-1.9,-0.4,-0.16,-0.65,0.11,-1.21,-0.08,0.5,0.46,0.54,-0.27,0.61
caulfield,3,2022-04-16,Miss Five Hundred,0.36,-2.09,-1.42,-0.91,-2.59,1.4,-1.71,-0.46,-1.28,-1.61,1.65,-0.36,0.17,-0.19,-0.85,0.58,-0.1,0.08,0.16,-0.03
caulfield,3,2022-04-16,Busker's Ballad,-1.38,0,-1.6,-1.44,0,-0.77,0,-1.32,-1.15,0,-0.09,0,-0.98,-1.02,0,0.28,0,-0.8,-0.42,0
caulfield,3,2022-04-16,Steel Skies,-0.91,-1.73,-0.27,-2.68,-2.03,0.18,-1.28,-1.7,-2.39,-0.91,0.63,0.19,-0.83,-1.4,0.05,1.02,0.45,0.28,-0.52,0.42
caulfield,3,2022-04-16,Redjina,-2.6,0,-0.08,0,-0.81,-2.9,0,0.45,0,-1.01,-2.49,0,0.73,0,-0.47,-1.28,0,0.4,0,0.08
caulfield,3,2022-04-16,Witchachar Star,0,-0.25,-0.87,-1.73,-0.73,0,-0.7,-0.21,-1.1,-0.12,0,-0.45,-0.38,-1.19,0.62,0,-0.2,-0.27,-0.36,0.86
caulfield,2,2022-04-16,Ashlor,-1.01,0,0,0.31,-0.22,-1.2,0.27,-0.24,0.32,-0.8,-1.11,0.39,-0.35,0.1,-0.58,-0.56,0.13,-0.18,0.04,-0.31
caulfield,2,2022-04-16,Terbium,-0.79,0,-1.44,-0.85,0.4,0.03,0,-0.88,-0.39,-0.15,-0.58,0,-0.69,0.2,-0.06,0.54,0,-0.16,0.54,-0.06
caulfield,2,2022-04-16,Young Liam,-1.43,0,0,0,0,-1.2,-0.29,0,-0.66,0.51,-0.78,-0.04,0,-0.41,0.25,-0.13,0,0,-0.04,0.28
caulfield,2,2022-04-16,Destination,-0.83,-1.67,0,-0.62,-2.42,-0.65,-1.65,-0.94,-0.96,-2.21,-0.1,-0.92,-0.83,-1.39,-1.69,-0.01,-0.48,-0.58,-0.6,-0.76
caulfield,2,2022-04-16,Ginger Jones,-0.35,-0.23,-1.57,-1.11,0,0.25,0.15,-1.19,-0.65,0,0.73,0.16,-0.76,-0.48,0,0.74,0.29,-0.4,-0.02,0
caulfield,2,2022-04-16,Magnajet,-0.95,-2.03,-1.12,0.84,-2.36,-0.93,-1.73,-0.46,1.06,-2.4,-0.6,-1.04,0.05,1.71,-2.53,-0.06,-0.26,0.38,1.76,-1.07
caulfield,2,2022-04-16,Spin The Reward,-1.33,0,-1.46,-2.31,-2.96,-0.81,0,-1.07,-2.05,-2.72,-0.27,0,-0.27,-1.36,-1.91,0.66,0,0.3,-0.82,-0.93
caulfield,2,2022-04-16,Clemenceau,-1.45,-0.46,-1.14,-1.55,0,-1.23,0.04,-1.74,-2,0,-1,0.29,-1.9,-1.67,0,-0.42,0.34,-1.09,-0.68,0
caulfield,2,2022-04-16,Little Stevie,-0.95,-0.42,0.06,-0.87,-1.22,-0.73,-0.45,0.65,-0.61,-1.26,-0.1,-0.42,0.18,-0.56,-0.43,-0.09,0.21,-0.12,-0.16,0.1
caulfield,3,2022-05-07,Aquagirl,-1.71,-1.46,0,0,-1.13,-1.89,-0.96,-0.2,-0.9,-0.49,-1.48,-0.36,-0.13,-0.67,-0.31,-0.7,0.04,0.06,-0.26,-0.26
caulfield,3,2022-05-07,Little Stevie,-1.91,-0.95,-0.42,0.06,-0.87,-1.49,-0.73,-0.45,0.65,-0.61,-1,-0.1,-0.42,0.18,-0.56,-0.51,-0.09,0.21,-0.12,-0.16
caulfield,3,2022-05-07,Belsielle,-0.85,-0.67,-0.75,-0.91,0,-0.57,-0.53,-0.77,-0.89,0,-0.3,0.1,-0.78,-1.04,0,0.42,0.19,-0.36,-0.34,0
caulfield,3,2022-05-07,Awapuni Princess,-2.74,-1.07,-0.96,0,0,-2.28,-0.69,-1.18,0,0,-1.99,-0.64,-1.19,0,0,-0.9,-0.26,-0.7,0,0
caulfield,3,2022-05-07,Embeller,0,-1.17,-1.66,-2.23,0,0,-0.79,-1.26,-2.08,0,0,-0.9,-0.83,-1.79,0,0,-0.25,-0.38,-0.76,0
caulfield,3,2022-05-07,It's Kind Of Magic,-1.15,0.07,-0.52,0.01,0.9,-0.64,0.19,-0.3,0.12,1.12,-0.82,0.22,0.16,0.17,1.16,-0.47,0.66,0.78,0.29,0.73
caulfield,3,2022-05-07,The Stylist,0,-0.36,1.41,-0.31,1.27,0,-0.46,1.78,-0.2,0.94,0,0.38,1.73,0.15,1.47,0,0.91,2.32,0.42,1.96
caulfield,3,2022-05-07,Reite Den Blitz,0.29,1.13,1.34,-0.51,-1.06,-0.37,0.57,0.92,-1.29,-0.83,-0.08,0.44,0.56,-0.76,-0.35,-0.39,-0.08,0.14,-0.3,0.23
caulfield,3,2022-05-07,Madame Bolli,0,0.45,0,48.27,-2.32,0,0.56,0.6,1.78,-2.47,0,0.47,0.02,1.26,-1.63,0,0.82,0.08,0.42,-0.62
caulfield,3,2022-05-07,Charm Wing,-1.99,-1.17,0,-0.01,0.08,-1.68,-0.83,0,-0.4,0.37,-1.7,-0.47,0,0.41,0.3,-1.07,0.02,0,0.17,0.24
caulfield,3,2022-05-07,Dance To Dubai,-0.5,-0.49,-1.82,0.09,-0.24,-0.23,-0.01,-1.59,0.27,0.26,-0.09,-0.24,-1.16,0.28,0.48,0.22,0.1,-0.54,0.44,0.5
caulfield,3,2022-05-07,Shilo Lass,0,0.75,0,0,1.07,0.82,0.78,0,0,1.14,0.89,0.69,0,0,1.4,0.78,0.33,0,0,0.82
caulfield,3,2022-05-07,Momma Smash,-0.96,1.84,0,-0.99,-0.87,-0.68,1.74,0,-0.88,-0.45,-0.45,1.57,0,-0.35,-0.2,-0.27,1.42,0,0.23,-0.04
caulfield,2,2022-05-07,Medieval Miss,0.15,-3.76,-0.78,1.11,-0.64,0.54,-3.35,-0.79,1.19,-0.92,0.59,-1.99,-0.06,1.06,-0.77,1.13,-0.93,0.28,0.52,-0.42
caulfield,2,2022-05-07,Mimi's Award,-0.71,-1.68,-1.94,-2.26,-3.38,-0.21,-1.26,-1.67,-1.91,-3.32,-0.07,-0.74,-0.94,-0.8,-1.33,0.14,-0.18,-0.27,-0.08,-0.49
caulfield,2,2022-05-07,White Hibiscus,-2.79,0,-2.7,-1.83,-1.46,-2.22,0,-2.54,-1.34,-1.65,-1.65,0,-2.09,-0.63,-0.98,-0.73,0,-0.32,-0.08,-0.24
caulfield,2,2022-05-07,Maid Of Iron,-0.84,-2.17,-1.28,-1.04,-2.04,-0.64,-1.86,-0.72,-0.73,-1.45,-0.47,-0.94,-0.37,-0.35,-0.5,-0.36,-0.24,-0.19,0.33,0.21
caulfield,2,2022-05-07,Princess Rhaenys,-1.41,0.13,0.36,-0.58,0,-0.92,0.85,-0.96,-0.7,0,-0.77,0.94,0.13,-1.13,0,0.09,0.53,-0.29,-0.57,0
caulfield,2,2022-05-07,Deny Knowledge,0,-0.41,0,0,0,0,-0.57,0,0,0,0,-0.17,0,0,0,0,-0.24,0,0,0
caulfield,2,2022-05-07,Starring Role,-1.13,-0.52,-0.08,-2.46,0,-0.56,-0.11,-0.59,-2.64,0,0.15,0.6,-0.69,-1.58,0,0.91,0.87,0.1,-0.44,0
caulfield,2,2022-05-07,Aberlady,-1.45,-2.79,-0.4,-2.03,-1.94,-1.21,-1.54,0.09,-1.55,-1.62,-0.67,-1.24,0.45,-0.99,-0.46,-0.34,-0.48,0.3,-0.35,0.17
caulfield,2,2022-05-07,Swindon Lass,1.03,-1.66,-2.93,0.69,-3.23,1.82,-1.25,-1.91,0.64,-2.65,2.08,-0.38,-1.02,0.44,-1.66,2.16,0.09,-0.2,0.39,-0.43
caulfield,2,2022-05-07,She Zed So,0.67,0.17,3.27,1.11,-0.68,0.8,0.63,2.66,1.39,-0.23,1.86,1.25,1.64,1.48,0.31,1.44,0.87,1.3,0.97,0.21
caulfield,1,2022-05-07,Liberty Steps,-1.45,0,0,0,0,-0.75,0,0,0,0,-0.55,0,0,0,0,-0.06,0,0,0,0
caulfield,1,2022-05-07,Merchant Prince,-0.81,-1.16,-1.35,-1.47,0.4,-1.45,-0.43,-1.9,-1.34,0.66,-0.71,-0.51,-1.53,-0.35,0.67,-0.03,-0.04,-0.28,0.3,0.46
caulfield,1,2022-05-07,Fighting Edge,0,0.04,0,0,0,0,0.77,0,0,0,0,1.18,0,0,0,0,0.79,0,0,0
caulfield,1,2022-05-07,Maximillius,0,0,0,0,0,0.11,0,0,0,0,0.36,0,0,0,0,0.82,0,0,0,0
caulfield,1,2022-05-07,Volander,-0.26,-0.51,0,0,0,0.09,-0.34,0,0,0,-0.05,0.59,0,0,0,0.14,1.1,0,0,0
caulfield,3,2022-05-28,Chartres,-3.27,-0.79,-0.59,-2.18,-2.36,-2.94,-0.34,-0.53,-1.63,-2.4,-2.21,-0.39,0.41,-0.89,-2.43,-0.98,0.11,0.39,-0.06,-1.1
caulfield,3,2022-05-28,Blazerro,-2.43,0,-1.68,-1.19,-1.88,-2.63,0,-1.9,-1.48,-1.74,-1.99,0,-1.65,-1.53,-1.39,-0.58,0,-0.82,-0.47,-0.37
caulfield,3,2022-05-28,Oriental Legend,-2.29,-1.45,0,-0.55,-0.7,-1.89,-0.84,0,-0.97,-1.03,-1.01,-0.69,0,-1.19,-0.27,-0.24,0.09,0,-0.05,0.14
caulfield,3,2022-05-28,General Firepower,-1.67,-3.03,-0.2,-0.69,-1.94,-1.85,-3.44,-0.44,-0.04,-2.06,-1.12,-2.79,-0.21,-0.07,-1.83,0.04,-0.89,0.07,0,-0.94
caulfield,3,2022-05-28,Hopon Harry,-0.91,-2.14,-2.25,-1.57,0,-1.18,-1.81,-0.91,-1.27,0,-1.15,-1.25,-0.49,-0.83,0,-0.65,-0.64,-0.11,-0.48,0
caulfield,3,2022-05-28,Deprivation,0.97,0,-0.83,0.87,-0.5,0.65,0,-0.55,1.05,-0.63,1.25,0,-0.3,0.93,-0.83,1.58,0,0.31,0.94,0.06
caulfield,3,2022-05-28,Cheerful Moment,0,0,7.08,2.82,-1.46,0,0,6.9,2.73,-0.96,0,0,7.48,2.72,-0.44,0,0,6.43,1.1,-0.14
caulfield,3,2022-05-28,Kyokushin,0,-2.27,-0.65,-1.34,0,0,-2.88,-0.39,-1.86,0,0,-1.79,-0.55,-1.51,0,0,-0.49,-0.02,-0.26,0
caulfield,3,2022-05-28,Naval Seal,-2.8,5.88,0,-1.89,0,-2.35,4.76,0,-2.08,0,-1.55,4.3,0,-1.32,0,-0.94,2.83,0,-0.61,0
caulfield,3,2022-05-28,Oceana Blue,-2.66,-0.45,0,0,0,-2.22,-0.06,0,0,0,-1.28,0.33,0,0,0,-0.3,0.47,0,0,0
caulfield,1,2022-05-28,Dexelation,-1.8,-2.1,-2.21,0,-0.62,-1.45,-1.88,-1.65,0,-0.25,-0.97,-1.41,-1.08,0,-0.03,0,-0.59,-0.3,0,-0.07
caulfield,1,2022-05-28,William Thomas,0,-1.6,-1.04,0,-1.43,0,-1.55,-1.14,0,-0.74,0,-1.68,-0.77,0,-0.33,0,-0.71,-0.34,0,0.06
caulfield,1,2022-05-28,Starry Legend,-0.08,-1.55,-0.27,-1.78,-2.05,0.31,-1.49,-0.01,-1.32,-1.87,0.68,-0.79,0.58,-0.86,-1.46,0.65,-0.01,0.51,-0.38,-0.56
caulfield,1,2022-05-28,Zorro's Dream,-1.4,-1.31,-2.01,-1.75,-2.53,-1.17,-0.49,-2.27,-1.33,-2.31,-0.8,-0.72,-1.2,-1.04,-1.8,-0.39,0.24,-0.63,-0.77,-1.22
caulfield,1,2022-05-28,Ashford Street,-1.83,0,0.44,0,-1.29,-1.34,0,0.26,0,-0.67,-0.43,0,0.1,0,0.57,-0.33,0,0.55,0,0.62
caulfield,1,2022-05-28,Young Liam,-0.77,-1.15,-1.43,0,0,-0.19,-0.69,-1.2,-0.29,0,0.77,-0.32,-0.78,-0.04,0,0.41,-0.03,-0.13,0,0
caulfield,1,2022-05-28,Tycoon Humma,-1.36,0,0,-0.83,0.46,-1.74,0,0,-0.69,0.66,-1.59,0,0,-0.54,0.28,-0.71,0,0,0.43,0.09
caulfield,2,2022-05-28,Jamarra,0,-0.89,0,-0.47,0,0,-0.31,0,-1.29,-0.29,0,-0.11,0,-0.59,-0.18,0,0.04,0,0.07,0.26
caulfield,2,2022-05-28,Shalailed,1.14,-0.18,-0.71,-0.34,0,0.79,-0.92,-0.45,-0.71,0,0.58,-0.59,-0.08,-0.94,0,0.26,-0.23,0.46,-0.64,0
caulfield,2,2022-05-28,Magnaspin,-1.73,0,0,0,0,-1.5,0,0,0,0,-0.62,0,0,0,0,-0.15,0,0,0,0
caulfield,2,2022-05-28,Amazing Ace,-1.06,0,0,0,0,-1.95,0,0,0,0,-1.8,0,0,0,0,-0.94,0,0,0,0
caulfield,2,2022-05-28,Nothing Silly,-1.32,-1.18,-0.52,-0.54,0,-1.13,-0.77,-0.38,-0.68,0,-0.44,0,-0.44,-0.03,0,-0.07,0.34,0.02,0.32,0
caulfield,2,2022-05-28,Atlantic Ocean,-1.28,-1.49,0,0,0,-0.92,-1.74,0,0,0,-0.18,-1.54,0,0,0,0.21,-0.52,0,0,0
caulfield,2,2022-05-28,Cosmic Aura,-0.89,0,0,0,0,-1.03,0,0,0,0,-0.97,0,0,0,0,0.12,0,0,0,0
caulfield,3,2022-06-25,Lady Solly,-0.86,0,-1.13,0,0,-0.71,0,-1.17,-0.21,-0.75,-0.31,0,-0.51,0.04,-0.69,0.38,0,0.11,0,-0.46
caulfield,3,2022-06-25,Iconic Star,2.06,0,0,0,0,2.32,0,0,0,0,2.49,0,0,0,0,2.11,0,0,0,0
caulfield,3,2022-06-25,Duchess Of Dorset,-0.08,-0.83,-1.82,-1.69,-1.92,-0.43,-0.01,-1.76,-1.37,-1.38,0.25,-0.3,-1.55,-0.7,-0.72,0.04,0.48,-0.5,-0.18,-0.1
caulfield,3,2022-06-25,Twist Of Fury,-0.94,-0.25,-0.7,-0.56,-1.88,-0.79,0.35,-0.48,-0.26,-1.91,-0.43,1.21,-0.06,0.14,-1.23,0.38,0.63,0.22,0.7,-0.38
caulfield,3,2022-06-25,Little Stevie,-1.8,-1.33,0.24,-1.91,-0.95,-1.78,-0.97,0.49,-1.49,-0.73,-0.8,-0.66,0.48,-1,-0.1,-0.12,-0.59,0.39,-0.51,-0.09
caulfield,3,2022-06-25,Belsielle,-2.33,-1.01,-0.24,-0.85,-0.67,-1.68,-0.63,0.05,-0.57,-0.53,-0.74,-0.26,0.04,-0.3,0.1,0.08,-0.05,0.05,0.42,0.19
caulfield,3,2022-06-25,Dance To Dubai,-1.19,0.12,-0.5,-0.49,-1.82,-0.95,0.31,-0.23,-0.01,-1.59,-0.58,0.2,-0.09,-0.24,-1.16,-0.37,0.11,0.22,0.1,-0.54
caulfield,3,2022-06-25,Energy Within,-1.92,0,0,-1.58,-1.94,-1.21,0,0,-1.44,-1.84,-0.52,0,0,-1.18,-1.22,0.08,0,0,-0.51,-0.19
caulfield,3,2022-06-25,Beatrix,-2.51,-1.12,1.56,-2.24,0.19,-2.8,-0.48,1.63,-2.43,-0.47,-2.05,-0.05,1.62,-1.39,-0.42,-0.48,0.24,0.9,-0.4,-0.03
caulfield,3,2022-06-25,Teramia,-2.01,0.31,-1.19,-2.17,0,-2.47,0.09,-1.08,-1.76,0,-2.49,0.73,-0.75,-1.34,0,-1.61,1.1,0.1,-0.43,0
caulfield,3,2022-06-25,Mosscon,-1.83,1.3,0,-1.31,0,-1.58,1.12,0,-0.76,-0.36,-0.81,1.31,0,-0.82,-0.19,0.09,1.35,0,-0.35,0.24
caulfield,2,2022-06-25,Cusack,-1.56,1.79,-0.46,0,0,-1.95,1.59,-0.32,0,0,-1.74,2.19,-0.38,0,0,-0.66,1.49,0.18,0,0
caulfield,2,2022-06-25,Taut You Could,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caulfield,2,2022-06-25,Ghaanati,-2.94,0,0,0,0,-2.68,0,0,0,0,-1.78,0,0,0,0,-0.76,0,0,0,0
caulfield,2,2022-06-25,Penultimate One,-1.16,0,0,0,0,-1.69,-1.24,0,0,0,-1.68,-0.44,0,0,0,-0.6,-0.09,0,0,0
caulfield,2,2022-06-25,She Dances,-1.66,0,0,0,0,-2.15,0,0,0,0,-1.94,0,0,0,0,-0.86,0,0,0,0
caulfield,2,2022-06-25,Invincible Sage,-1.42,-0.76,0,0,0,-2.23,-0.41,0,0,0,-2.18,-0.55,0,0,0,-1.1,-0.14,0,0,0
caulfield,2,2022-06-25,Pinnace,0,0,0,0,0,0.46,0,0,0,0,-0.09,0,0,0,0,0.24,0,0,0,0
caulfield,2,2022-06-25,Nixie,0.07,1.08,0.13,2.26,-0.26,-0.45,0.96,0.2,1.53,-0.32,-0.62,1.19,-0.14,1.88,0.25,-0.07,1.41,-0.02,1.56,0.52
caulfield,1,2022-06-25,She's All Class,0,-1.73,-2.25,-1.87,-2.73,0,-1.54,-1.81,-1.69,-2.12,0,-0.74,-1.12,-1.16,-1.79,0,-0.48,-0.39,-0.34,-0.48
caulfield,1,2022-06-25,Unusual Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caulfield,1,2022-06-25,Jezoulenko,-0.89,-0.63,0,-1.85,-0.16,-0.43,-0.29,0,-1.48,-0.14,-0.1,-0.38,0,-1.23,0.32,0.09,0.02,0,-0.21,0.42
caulfield,1,2022-06-25,Chain Of Lightning,-1.91,-0.46,0,0,0,-2.13,-0.62,0,0,0,-1.45,-1,0,0,0,-0.36,-0.37,0,0,0
caulfield,1,2022-06-25,Allegretta,-1.25,0.99,1.93,-0.52,-1.24,-1.63,0.45,1.59,-0.93,-1.42,-0.77,0.69,1.91,-0.7,-0.99,-0.45,0.68,2.23,-0.26,-0.05
caulfield,1,2022-06-25,Swerving,0,-1.22,0,0,0,0,-1.29,0,0,0,0,-0.78,0,0,0,0,-0.3,0,0,0
caulfield,1,2022-06-25,Melanie,-1.15,-0.99,-0.62,0.96,0.43,-0.76,-0.45,-0.63,-0.1,0.82,-0.01,-0.06,-0.15,0.14,0.35,0.45,-0.09,0.06,0.35,-0.06
caulfield,1,2022-06-25,Vampire Miss,-0.1,-0.13,-0.43,0,0,-0.28,-0.23,-0.37,0,0,0.14,-0.2,-0.83,0,0,0.39,-0.09,0.05,0,0
caulfield,3,2022-07-09,Teewaters,0.57,-2.59,-2.62,-2.27,-1.22,1.38,-1.36,-1.89,-1.95,-0.58,1.44,-0.69,-0.75,-0.99,0.2,0.97,-0.37,-0.32,-0.27,0.48
caulfield,3,2022-07-09,Bigolino,-0.86,0,-0.65,-0.97,0,-0.23,0,-0.64,-0.78,0,0.46,0,-0.85,-1.06,0,0.5,0,-0.15,-0.44,0
caulfield,3,2022-07-09,Alverdun,-1.65,-3.31,-3.12,0.25,-0.41,-1.46,-2.8,-2.41,0.49,-0.53,-0.63,-1.68,-1.7,0.92,-0.18,-0.04,-0.1,-0.98,0.62,-0.04
caulfield,3,2022-07-09,Montenegro,-1.67,-1.47,-2.15,-0.41,0,-1.63,-1.44,-1.92,-0.65,-1.1,-1.2,-0.75,-0.91,-0.33,-1.16,-0.35,-0.59,-0.71,0.12,-0.49
caulfield,3,2022-07-09,Badiss,-1.98,-2.43,1.12,0,0,-1.74,-2.19,0.87,0,0,-0.26,-1.35,1.36,0,0,0.78,-0.58,1.29,0,0
caulfield,3,2022-07-09,Storm King,-1.32,-0.97,0.41,-0.11,-1.17,-0.97,0.12,-0.22,-0.85,-0.89,-0.82,1.12,-0.04,-0.98,-0.15,-0.41,1.4,0.62,-0.36,-0.09
caulfield,3,2022-07-09,The Red Kite,0,-0.63,0,0,0,0,0.6,0,0,0,0,0.88,0,0,0,0,0.26,0,0,0
caulfield,3,2022-07-09,Bishop,0,0.54,0.11,0,0,0,0.13,0.28,0,0,0,-0.02,0.44,0,0,0,0.06,0.55,0,0
caulfield,3,2022-07-09,Jenniferenti,-0.63,-2.04,-2.05,0,-0.45,-0.94,-1.65,-2.03,0,-0.66,-0.7,-0.75,-1.61,0,-1.06,-0.06,-0.34,-0.35,0,-0.41
caulfield,3,2022-07-09,Duke Of Hastings,0,-1.66,0.96,-1.32,-0.18,0,-1.52,0.44,-1.16,-0.3,0,-1.21,0.78,-0.49,0.41,0,-0.4,0.76,-0.45,0.13
caulfield,3,2022-07-09,King Halston,0,-0.56,0,0,0,0,-1.32,0,0,0,0,-1.46,0,0,0,0,-0.43,0,0,0
caulfield,2,2022-07-09,Zipping Boy,1.3,-2.02,-1.66,-1.19,0,1.82,-1.5,-0.89,-0.79,0,2.29,-1.15,-0.98,-0.7,0,1.62,-0.14,-0.04,-0.26,0
caulfield,2,2022-07-09,Algernon,0.45,0.94,0.18,-0.05,0.14,0.55,0.91,-0.09,-0.63,-0.01,0.6,0.96,0.3,-0.82,-0.51,-0.06,0.72,0.08,-0.42,-0.88
caulfield,2,2022-07-09,Gold Spark,-0.99,-2.47,-2.05,-1.61,-1.42,-0.27,-2.29,-1.7,-0.94,-1.07,-0.64,-1.74,-1.35,-0.89,-0.52,0.48,-0.81,-0.4,-0.38,-0.03
caulfield,2,2022-07-09,Whipcracker Way,-1.3,-1.32,-1.49,-1.59,-0.85,-1.31,-1.16,-1.05,-1.81,-0.95,-0.82,-0.74,-0.01,-0.93,-0.15,-0.16,-0.18,-0.25,-0.37,0.4
caulfield,2,2022-07-09,Legionnaire,0.01,-2.04,-1.7,-0.79,0.13,-0.28,-1.68,-1.76,-0.77,-0.43,-0.26,-1.31,-1.31,-0.16,0.28,0.23,-0.66,-0.82,0.28,0.38
caulfield,2,2022-07-09,The General,0.66,0.59,0,0,0,0.97,0.03,0,0,0,0.6,0.1,0,0,0,0.55,0.37,0,0,0
caulfield,2,2022-07-09,Vici,-0.96,0.42,-0.13,-1.24,-2.4,-0.82,0.89,-0.03,-1.45,-2.27,-0.4,1,-0.15,-0.7,-0.83,0.2,0.98,0.4,0,-0.04
caulfield,2,2022-07-09,Belsielle,-1.15,-2.33,-1.01,-0.24,-0.85,-0.84,-1.68,-0.63,0.05,-0.57,-0.79,-0.74,-0.26,0.04,-0.3,-0.4,0.08,-0.05,0.05,0.42
caulfield,2,2022-07-09,Daralina Belle,-1.52,-1.85,4.17,-1.8,-1.87,-1.17,-1.45,3.7,-1.66,-1.98,-1.15,-0.98,2.77,-1.18,-1.1,-0.44,-0.73,2.26,-0.49,-0.14
caulfield,2,2022-07-09,Nictock,1.14,0,-1.1,-1.3,0,1.07,0,-1.37,-1.2,0,-0.02,0,-1.18,-0.99,0,0.59,0,-0.22,-0.1,0
caulfield,1,2022-07-09,Seven Sisters,0.84,-1.47,0,-0.83,0,1.41,-0.97,-1.46,-0.69,0,1.29,-1.22,-0.78,-0.2,0,0.72,-0.51,-0.56,0.26,0
caulfield,1,2022-07-09,Blonde Venture,-0.78,0.71,0.5,0,0,-0.89,-0.1,-0.2,0,0,-0.61,0.1,0.13,0,0,-0.12,0.19,0.34,0,0
caulfield,1,2022-07-09,Charming Di,-2.43,-1.17,-1.28,0,0,-1.62,-1.1,-0.98,0,0,-1.43,-0.87,-0.55,0,0,-0.22,-0.61,0.01,0,0
caulfield,1,2022-07-09,Jukebox Flyer,0,0,0,0,0,-0.94,0,0,0,0,-0.7,0,0,0,0,-0.42,0,0,0,0
caulfield,1,2022-07-09,Pinnace,0.95,0,0,0,0,0.82,0.46,0,0,0,0.33,-0.09,0,0,0,0.14,0.24,0,0,0
caulfield,1,2022-07-09,Cadenabbia,-1.1,0,0,0,0,-1.1,0,0,0,0,-1.6,0,0,0,0,-0.52,0,0,0,0
caulfield,1,2022-07-09,Little Strawberry,0,0,0,0,0,0.53,0,0,0,0,0.31,0,0,0,0,0.64,0,0,0,0
caulfield,1,2022-07-09,Tanto,0.22,-1.51,-0.23,0.16,0,0.55,-1.56,-0.22,-0.58,0,0,-1.2,-0.34,-0.25,0,0.83,-0.77,-0.01,-0.1,0
caulfield,2,2022-07-23,Manhattan Thunder,-1.07,0,0,0,0,-0.63,0,0,0,0,-0.5,0,0,0,0,-0.26,0,0,0,0
caulfield,2,2022-07-23,Blakmax,-2.04,-1.11,0,0,0,-0.96,-1.98,0,0,0,-0.85,-1.84,0,0,0,-0.46,-1.07,0,0,0
caulfield,2,2022-07-23,Berkeley Square,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caulfield,2,2022-07-23,Credible Analyses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caulfield,2,2022-07-23,Bel Air,-1.72,0,0,0,0,-2.01,0,0,0,0,-1.93,0,0,0,0,-1.21,0,0,0,0
caulfield,2,2022-07-23,Dictionary,-0.7,-1.59,0,0,0,-0.77,-1.05,0,0,0,-0.49,-0.91,0,0,0,-0.14,0.06,0,0,0
caulfield,2,2022-07-23,Sir Torobeel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caulfield,2,2022-07-23,Boogie Dancer,-0.56,-1.18,-1.38,0,0,-0.24,-1.5,-1.99,0,0,-0.31,-1.47,-1.9,0,0,0.34,-0.93,-1.06,0,0
caulfield,1,2022-07-23,Invincible Sage,-2.04,0.21,-1.42,-0.76,0,-1.63,0.28,-2.23,-0.41,0,-0.76,-0.11,-2.18,-0.55,0,0.03,-0.08,-1.1,-0.14,0
caulfield,1,2022-07-23,Cusack,0.79,-1.56,1.79,-0.46,0,0.9,-1.95,1.59,-0.32,0,0.55,-1.74,2.19,-0.38,0,0.2,-0.66,1.49,0.18,0
caulfield,1,2022-07-23,Taut You Could,0.79,0,0,0,0,0.96,0,0,0,0,0.51,0,0,0,0,0.48,0,0,0,0
caulfield,1,2022-07-23,Chopin,0.17,0,0,0,0,0.03,0,0,0,0,-0.13,0,0,0,0,0.11,0,0,0,0
caulfield,1,2022-07-23,River Ribble,0.22,-0.67,-1.25,0,0,0.23,-0.35,-1.04,0,0,-0.4,-0.04,-0.01,0,0,-0.33,0.17,0.64,0,0
caulfield,1,2022-07-23,Penultimate One,0.8,0.41,-1.16,0,0,1.04,0.5,-1.69,-1.24,0,1.05,0.45,-1.68,-0.44,0,1.26,0.38,-0.6,-0.09,0
