track,date
royal-randwick,20230624
royal-randwick,20230630
royal-randwick,20230708
royal-randwick,20230714
royal-randwick,20230715
royal-randwick,20230728
royal-randwick,20230729
ladbrokes-park-hillside,20200219
ladbrokes-park-hillside,20200226
ladbrokes-park-hillside,20200311
ladbrokes-park-hillside,20200318
ladbrokes-park-hillside,20200325
ladbrokes-park-hillside,20200429
ladbrokes-park-hillside,20200513
ladbrokes-park-hillside,20200617
ladbrokes-park-hillside,20200624
ladbrokes-park-hillside,20200722
ladbrokes-park-hillside,20200812
ladbrokes-park-hillside,20200826
ladbrokes-park-hillside,20200909
ladbrokes-park-hillside,20201114
ladbrokes-park-hillside,20201125
ladbrokes-park-hillside,20201202
ladbrokes-park-hillside,20201209
ladbrokes-park-hillside,20210123
ladbrokes-park-hillside,20210203
ladbrokes-park-hillside,20210210
ladbrokes-park-hillside,20210217
ladbrokes-park-hillside,20210224
ladbrokes-park-hillside,20210331
ladbrokes-park-hillside,20210405
ladbrokes-park-hillside,20210501
ladbrokes-park-hillside,20210526
ladbrokes-park-hillside,20210602
ladbrokes-park-hillside,20210612
ladbrokes-park-hillside,20210707
ladbrokes-park-hillside,20210714
ladbrokes-park-hillside,20210811
ladbrokes-park-hillside,20210818
ladbrokes-park-hillside,20210821
ladbrokes-park-hillside,20210822
ladbrokes-park-hillside,20210908
ladbrokes-park-hillside,20210925
ladbrokes-park-hillside,20211208
ladbrokes-park-hillside,20211215
ladbrokes-park-hillside,20211222
ladbrokes-park-hillside,20220103
ladbrokes-park-hillside,20220105
ladbrokes-park-hillside,20220209
ladbrokes-park-hillside,20220216
ladbrokes-park-hillside,20220223
ladbrokes-park-hillside,20220302
ladbrokes-park-hillside,20220309
ladbrokes-park-hillside,20220316
ladbrokes-park-hillside,20220323
ladbrokes-park-hillside,20220330
ladbrokes-park-hillside,20220430
ladbrokes-park-hillside,20220511
ladbrokes-park-hillside,20220611
ladbrokes-park-hillside,20220615
ladbrokes-park-hillside,20220713
ladbrokes-park-hillside,20220720
ladbrokes-park-hillside,20220727
ladbrokes-park-hillside,20220810
ladbrokes-park-hillside,20220907
ladbrokes-park-hillside,20220914
ladbrokes-park-hillside,20220925
ladbrokes-park-hillside,20221207
ladbrokes-park-hillside,20221210
ladbrokes-park-hillside,20221226
ladbrokes-park-hillside,20230107
ladbrokes-park-hillside,20230118
ladbrokes-park-hillside,20230126
ladbrokes-park-hillside,20230204
ladbrokes-park-hillside,20230211
ladbrokes-park-hillside,20230215
ladbrokes-park-hillside,20230315
ladbrokes-park-hillside,20230322
ladbrokes-park-hillside,20230329
ladbrokes-park-hillside,20230419
ladbrokes-park-hillside,20230429
ladbrokes-park-hillside,20230506
ladbrokes-park-hillside,20230510
ladbrokes-park-hillside,20230527
ladbrokes-park-hillside,20230610
ladbrokes-park-hillside,20230614
ladbrokes-park-hillside,20230719
ladbrokes-park-hillside,20230726
ladbrokes-park-hillside,20230809
ladbrokes-park-lakeside,20200108
ladbrokes-park-lakeside,20200122
ladbrokes-park-lakeside,20200127
ladbrokes-park-lakeside,20200212
ladbrokes-park-lakeside,20200401
ladbrokes-park-lakeside,20200408
ladbrokes-park-lakeside,20200413
ladbrokes-park-lakeside,20200502
ladbrokes-park-lakeside,20200524
ladbrokes-park-lakeside,20200603
ladbrokes-park-lakeside,20200701
ladbrokes-park-lakeside,20200708
ladbrokes-park-lakeside,20200802
ladbrokes-park-lakeside,20200819
ladbrokes-park-lakeside,20201223
ladbrokes-park-lakeside,20210106
ladbrokes-park-lakeside,20210120
ladbrokes-park-lakeside,20210303
ladbrokes-park-lakeside,20210310
ladbrokes-park-lakeside,20210317
ladbrokes-park-lakeside,20210324
ladbrokes-park-lakeside,20210523
ladbrokes-park-lakeside,20210616
ladbrokes-park-lakeside,20210630
ladbrokes-park-lakeside,20210721
ladbrokes-park-lakeside,20210801
ladbrokes-park-lakeside,20210825
ladbrokes-park-lakeside,20210901
ladbrokes-park-lakeside,20211117
ladbrokes-park-lakeside,20211124
ladbrokes-park-lakeside,20220119
ladbrokes-park-lakeside,20220202
ladbrokes-park-lakeside,20220406
ladbrokes-park-lakeside,20220418
ladbrokes-park-lakeside,20220522
ladbrokes-park-lakeside,20220601
ladbrokes-park-lakeside,20220629
ladbrokes-park-lakeside,20220706
ladbrokes-park-lakeside,20220807
ladbrokes-park-lakeside,20220824
ladbrokes-park-lakeside,20220831
ladbrokes-park-lakeside,20221116
ladbrokes-park-lakeside,20221123
ladbrokes-park-lakeside,20221214
ladbrokes-park-lakeside,20221221
ladbrokes-park-lakeside,20230111
ladbrokes-park-lakeside,20230225
ladbrokes-park-lakeside,20230301
ladbrokes-park-lakeside,20230308
ladbrokes-park-lakeside,20230408
ladbrokes-park-lakeside,20230410
ladbrokes-park-lakeside,20230415
ladbrokes-park-lakeside,20230521
ladbrokes-park-lakeside,20230628
ladbrokes-park-lakeside,20230705
ladbrokes-park-lakeside,20230712
ladbrokes-park-lakeside,20230806
sunshine-coast,20200105
sunshine-coast,20200110
sunshine-coast,20200112
sunshine-coast,20200119
sunshine-coast,20200125
sunshine-coast,20200127
sunshine-coast,20200202
sunshine-coast,20200216
sunshine-coast,20200221
sunshine-coast,20200225
sunshine-coast,20200227
sunshine-coast,20200301
sunshine-coast,20200306
sunshine-coast,20200308
sunshine-coast,20200320
sunshine-coast,20200401
sunshine-coast,20200408
sunshine-coast,20200415
sunshine-coast,20200417
sunshine-coast,20200425
sunshine-coast,20200429
sunshine-coast,20200501
sunshine-coast,20200506
sunshine-coast,20200515
sunshine-coast,20200520
sunshine-coast,20200527
sunshine-coast,20200529
sunshine-coast,20200621
sunshine-coast,20200628
sunshine-coast,20200705
sunshine-coast,20200711
sunshine-coast,20200719
sunshine-coast,20200802
sunshine-coast,20200805
sunshine-coast,20200809
sunshine-coast,20200823
sunshine-coast,20200830
sunshine-coast,20200906
sunshine-coast,20200911
sunshine-coast,20200913
sunshine-coast,20200920
sunshine-coast,20200925
sunshine-coast,20200927
sunshine-coast,20201004
sunshine-coast,20201009
sunshine-coast,20201011
sunshine-coast,20201018
sunshine-coast,20201023
sunshine-coast,20201025
sunshine-coast,20201103
sunshine-coast,20201106
sunshine-coast,20201108
sunshine-coast,20201113
sunshine-coast,20201121
sunshine-coast,20201127
sunshine-coast,20201204
sunshine-coast,20201206
sunshine-coast,20201213
sunshine-coast,20201218
sunshine-coast,20201220
sunshine-coast,20201227
sunshine-coast,20210103
sunshine-coast,20210108
sunshine-coast,20210110
sunshine-coast,20210117
sunshine-coast,20210122
sunshine-coast,20210124
sunshine-coast,20210230
sunshine-coast,20210205
sunshine-coast,20210207
sunshine-coast,20210214
sunshine-coast,20210219
sunshine-coast,20210227
sunshine-coast,20210228
sunshine-coast,20210307
sunshine-coast,20210312
sunshine-coast,20210314
sunshine-coast,20210319
sunshine-coast,20210328
sunshine-coast,20210404
sunshine-coast,20210411
sunshine-coast,20210418
sunshine-coast,20210421
sunshine-coast,20210430
sunshine-coast,20210509
sunshine-coast,20210516
sunshine-coast,20210523
sunshine-coast,20210528
sunshine-coast,20210601
sunshine-coast,20210604
sunshine-coast,20210609
sunshine-coast,20210613
sunshine-coast,20210618
sunshine-coast,20210711
sunshine-coast,20210713
sunshine-coast,20210718
sunshine-coast,20210725
sunshine-coast,20210727
sunshine-coast,20210801
sunshine-coast,20210808
sunshine-coast,20210815
sunshine-coast,20210822
sunshine-coast,20210824
sunshine-coast,20210829
sunshine-coast,20210905
sunshine-coast,20210912
sunshine-coast,20210919
sunshine-coast,20210921
sunshine-coast,20210924
sunshine-coast,20211003
sunshine-coast,20211008
sunshine-coast,20211010
sunshine-coast,20211017
sunshine-coast,20211022
sunshine-coast,20211024
sunshine-coast,20211102
sunshine-coast,20211105
sunshine-coast,20211107
sunshine-coast,20211112
sunshine-coast,20211116
sunshine-coast,20211120
sunshine-coast,20211128
sunshine-coast,20211203
sunshine-coast,20211205
sunshine-coast,20211212
sunshine-coast,20211214
sunshine-coast,20211217
sunshine-coast,20211219
sunshine-coast,20211222
sunshine-coast,20211227
sunshine-coast,20220102
sunshine-coast,20220107
sunshine-coast,20220109
sunshine-coast,20220111
sunshine-coast,20220116
sunshine-coast,20220121
sunshine-coast,20220123
sunshine-coast,20220129
sunshine-coast,20220204
sunshine-coast,20220206
sunshine-coast,20220213
sunshine-coast,20220218
sunshine-coast,20220219
sunshine-coast,20220306
sunshine-coast,20220313
sunshine-coast,20220318
sunshine-coast,20220320
sunshine-coast,20220327
sunshine-coast,20220401
sunshine-coast,20220403
sunshine-coast,20220410
sunshine-coast,20220417
sunshine-coast,20220424
sunshine-coast,20220429
sunshine-coast,20220508
sunshine-coast,20220603
sunshine-coast,20220605
sunshine-coast,20220612
sunshine-coast,20220617
sunshine-coast,20220619
sunshine-coast,20220702
sunshine-coast,20220717
sunshine-coast,20220724
sunshine-coast,20220731
sunshine-coast,20220807
sunshine-coast,20220814
sunshine-coast,20220904
sunshine-coast,20220911
sunshine-coast,20220918
sunshine-coast,20220923
sunshine-coast,20220925
sunshine-coast,20220928
sunshine-coast,20221002
sunshine-coast,20221007
sunshine-coast,20221009
sunshine-coast,20221016
sunshine-coast,20221018
sunshine-coast,20221021
sunshine-coast,20221101
sunshine-coast,20221106
sunshine-coast,20221111
sunshine-coast,20221119
sunshine-coast,20221125
sunshine-coast,20221127
sunshine-coast,20221202
sunshine-coast,20221204
sunshine-coast,20221211
sunshine-coast,20221213
sunshine-coast,20221216
sunshine-coast,20221218
sunshine-coast,20221223
sunshine-coast,20221226
sunshine-coast,20230101
sunshine-coast,20230106
sunshine-coast,20230108
sunshine-coast,20230115
sunshine-coast,20230120
sunshine-coast,20230122
sunshine-coast,20230128
sunshine-coast,20230203
sunshine-coast,20230205
sunshine-coast,20230207
sunshine-coast,20230212
sunshine-coast,20230217
sunshine-coast,20230219
sunshine-coast,20230226
sunshine-coast,20230303
sunshine-coast,20230305
sunshine-coast,20230312
sunshine-coast,20230319
sunshine-coast,20230324
sunshine-coast,20230326
sunshine-coast,20230402
sunshine-coast,20230404
sunshine-coast,20230409
sunshine-coast,20230414
sunshine-coast,20230416
sunshine-coast,20230423
sunshine-coast,20230506
sunshine-coast,20230514
sunshine-coast,20230521
sunshine-coast,20230526
sunshine-coast,20230528
sunshine-coast,20230602
sunshine-coast,20230611
sunshine-coast,20230616
sunshine-coast,20230618
sunshine-coast,20230701
sunshine-coast,20230709
sunshine-coast,20230716
sunshine-coast,20230723
sunshine-coast,20230730
sunshine-coast,20230806
warwick-farm,20200108
warwick-farm,20200115
warwick-farm,20200127
warwick-farm,20200212
warwick-farm,20200311
warwick-farm,20200325
warwick-farm,20200408
warwick-farm,20200413
warwick-farm,20200429
warwick-farm,20200513
warwick-farm,20200608
warwick-farm,20200617
warwick-farm,20200708
warwick-farm,20200729
warwick-farm,20200812
warwick-farm,20200902
warwick-farm,20200916
warwick-farm,20201007
warwick-farm,20201014
warwick-farm,20201125
warwick-farm,20201209
warwick-farm,20201223
warwick-farm,20210106
warwick-farm,20210113
warwick-farm,20210126
warwick-farm,20210210
warwick-farm,20210303
warwick-farm,20210331
warwick-farm,20210401
warwick-farm,20210416
warwick-farm,20210428
warwick-farm,20210430
warwick-farm,20210507
warwick-farm,20210512
warwick-farm,20210517
warwick-farm,20210602
warwick-farm,20210611
warwick-farm,20210614
warwick-farm,20210625
warwick-farm,20210630
warwick-farm,20210706
warwick-farm,20210723
warwick-farm,20210803
warwick-farm,20210809
warwick-farm,20210817
warwick-farm,20210830
warwick-farm,20210907
warwick-farm,20210921
warwick-farm,20211004
warwick-farm,20211005
warwick-farm,20211013
warwick-farm,20211015
warwick-farm,20211103
warwick-farm,20211116
warwick-farm,20211201
warwick-farm,20211202
warwick-farm,20211208
warwick-farm,20211216
warwick-farm,20211222
warwick-farm,20211230
warwick-farm,20220105
warwick-farm,20220110
warwick-farm,20220112
warwick-farm,20220120
warwick-farm,20220126
warwick-farm,20220204
warwick-farm,20220209
warwick-farm,20220214
warwick-farm,20220218
warwick-farm,20220311
warwick-farm,20220314
warwick-farm,20220323
warwick-farm,20220325
warwick-farm,20220401
warwick-farm,20220408
warwick-farm,20220411
warwick-farm,20220418
warwick-farm,20220422
warwick-farm,20220427
warwick-farm,20220509
warwick-farm,20220511
warwick-farm,20220527
warwick-farm,20220601
warwick-farm,20220610
warwick-farm,20220613
warwick-farm,20220624
warwick-farm,20220706
warwick-farm,20220713
warwick-farm,20220715
warwick-farm,20220722
warwick-farm,20220727
warwick-farm,20220805
warwick-farm,20220815
warwick-farm,20220829
warwick-farm,20220831
warwick-farm,20220909
warwick-farm,20220914
warwick-farm,20220923
warwick-farm,20221003
warwick-farm,20221007
warwick-farm,20221012
warwick-farm,20221018
warwick-farm,20221019
warwick-farm,20221104
warwick-farm,20221118
warwick-farm,20221123
warwick-farm,20221205
warwick-farm,20221207
warwick-farm,20221221
warwick-farm,20221223
warwick-farm,20230105
warwick-farm,20230104
warwick-farm,20230111
warwick-farm,20230116
warwick-farm,20230126
warwick-farm,20230130
warwick-farm,20230208
warwick-farm,20230216
warwick-farm,20230222
warwick-farm,20230301
warwick-farm,20230410
warwick-farm,20230414
warwick-farm,20230419
warwick-farm,20230421
warwick-farm,20230509
warwick-farm,20230517
warwick-farm,20230526
warwick-farm,20230531
warwick-farm,20230609
warwick-farm,20230612
warwick-farm,20230628
warwick-farm,20230707
warwick-farm,20230719
warwick-farm,20230724
warwick-farm,20230804
warwick-farm,20230809
